,avg_price_dif,features
432,36.7205,['bathrooms' 'sqft_lot' 'waterfront' 'yr_built']
787,36.7207,['bedrooms' 'bathrooms' 'floors' 'view' 'sqft_basement']
2113,36.7228,['bathrooms' 'sqft_lot' 'floors' 'view' 'condition' 'yr_renovated']
1619,36.7229,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'condition' 'yr_built']
1137,36.7274,['bathrooms' 'sqft_lot' 'floors' 'view' 'sqft_basement']
1244,36.7296,['bathrooms' 'view' 'condition' 'sqft_basement' 'yr_renovated']
1854,36.7312,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_above' 'yr_renovated']
2168,36.7383,['bathrooms' 'floors' 'waterfront' 'view' 'condition' 'yr_renovated']
986,36.7432,['bedrooms' 'floors' 'waterfront' 'sqft_above' 'yr_renovated']
814,36.7471,['bedrooms' 'bathrooms' 'waterfront' 'yr_built' 'yr_renovated']
2145,36.7489,['bathrooms' 'sqft_lot' 'waterfront' 'condition' 'yr_built' 'yr_renovated']
1157,36.7498,['bathrooms' 'sqft_lot' 'waterfront' 'condition' 'yr_built']
1203,36.7502,['bathrooms' 'floors' 'view' 'condition' 'yr_renovated']
248,36.7508,['bedrooms' 'bathrooms' 'waterfront' 'yr_built']
457,36.7508,['bathrooms' 'floors' 'view' 'sqft_basement']
921,36.7563,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_above']
331,36.7682,['bedrooms' 'floors' 'waterfront' 'sqft_above']
484,36.7776,['bathrooms' 'waterfront' 'yr_built' 'yr_renovated']
1697,36.781,['bedrooms' 'bathrooms' 'waterfront' 'condition' 'yr_built' 'yr_renovated']
83,36.7817,['bathrooms' 'waterfront' 'yr_built']
807,36.7832,['bedrooms' 'bathrooms' 'waterfront' 'condition' 'yr_built']
1683,36.7905,['bedrooms' 'bathrooms' 'waterfront' 'view' 'condition' 'sqft_basement']
1392,36.795,['sqft_lot' 'floors' 'waterfront' 'sqft_above' 'yr_renovated']
2131,36.798,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'condition' 'sqft_basement']
1235,36.8087,['bathrooms' 'waterfront' 'condition' 'yr_built' 'yr_renovated']
1628,36.8104,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'condition' 'sqft_basement']
477,36.8114,['bathrooms' 'waterfront' 'condition' 'yr_built']
1221,36.8132,['bathrooms' 'waterfront' 'view' 'condition' 'sqft_basement']
591,36.8136,['sqft_lot' 'floors' 'waterfront' 'sqft_above']
656,36.8155,['floors' 'waterfront' 'sqft_above' 'yr_renovated']
816,36.8238,['bedrooms' 'bathrooms' 'view' 'condition' 'sqft_basement']
1166,36.8253,['bathrooms' 'sqft_lot' 'view' 'condition' 'sqft_basement']
1690,36.8281,['bedrooms' 'bathrooms' 'waterfront' 'view' 'sqft_basement' 'yr_renovated']
1685,36.8317,['bedrooms' 'bathrooms' 'waterfront' 'view' 'condition' 'yr_renovated']
1630,36.832,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'condition' 'yr_renovated']
166,36.8354,['floors' 'waterfront' 'sqft_above']
486,36.8389,['bathrooms' 'view' 'condition' 'sqft_basement']
2138,36.8403,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_basement' 'yr_renovated']
818,36.8498,['bedrooms' 'bathrooms' 'view' 'condition' 'yr_renovated']
1635,36.8505,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'sqft_basement' 'yr_renovated']
1228,36.8574,['bathrooms' 'waterfront' 'view' 'sqft_basement' 'yr_renovated']
2133,36.8598,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'condition' 'yr_renovated']
1178,36.862,['bathrooms' 'sqft_lot' 'condition' 'sqft_basement' 'yr_built']
446,36.8646,['bathrooms' 'sqft_lot' 'sqft_basement' 'yr_built']
2163,36.8663,"['bathrooms' 'sqft_lot' 'condition' 'sqft_basement' 'yr_built'
 'yr_renovated']"
823,36.8664,['bedrooms' 'bathrooms' 'view' 'sqft_basement' 'yr_renovated']
1184,36.8668,['bathrooms' 'sqft_lot' 'sqft_basement' 'yr_built' 'yr_renovated']
1614,36.8702,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_basement']
1168,36.8702,['bathrooms' 'sqft_lot' 'view' 'condition' 'yr_renovated']
1173,36.8703,['bathrooms' 'sqft_lot' 'view' 'sqft_basement' 'yr_renovated']
1597,36.875,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'view' 'condition']
1223,36.8785,['bathrooms' 'waterfront' 'view' 'condition' 'yr_renovated']
1640,36.8837,['bedrooms' 'bathrooms' 'sqft_lot' 'condition' 'sqft_basement' 'yr_built']
802,36.8849,['bedrooms' 'bathrooms' 'waterfront' 'view' 'sqft_basement']
1647,36.8853,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'view' 'condition']
776,36.8861,['bedrooms' 'bathrooms' 'sqft_lot' 'sqft_basement' 'yr_built']
493,36.8864,['bathrooms' 'view' 'sqft_basement' 'yr_renovated']
1646,36.888,"['bedrooms' 'bathrooms' 'sqft_lot' 'sqft_basement' 'yr_built'
 'yr_renovated']"
488,36.8886,['bathrooms' 'view' 'condition' 'yr_renovated']
785,36.9015,['bedrooms' 'bathrooms' 'floors' 'view' 'condition']
1152,36.9117,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_basement']
498,36.9137,['bathrooms' 'condition' 'sqft_basement' 'yr_built']
1253,36.9162,['bathrooms' 'condition' 'sqft_basement' 'yr_built' 'yr_renovated']
778,36.9186,['bedrooms' 'bathrooms' 'sqft_lot' 'yr_built' 'yr_renovated']
766,36.9188,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'sqft_basement']
97,36.9193,['bathrooms' 'sqft_basement' 'yr_built']
235,36.9203,['bedrooms' 'bathrooms' 'sqft_lot' 'yr_built']
504,36.9212,['bathrooms' 'sqft_basement' 'yr_built' 'yr_renovated']
472,36.9245,['bathrooms' 'waterfront' 'view' 'sqft_basement']
325,36.9292,['bedrooms' 'sqft_lot' 'sqft_above' 'yr_renovated']
448,36.9294,['bathrooms' 'sqft_lot' 'yr_built' 'yr_renovated']
252,36.9313,['bedrooms' 'bathrooms' 'view' 'sqft_basement']
70,36.9319,['bathrooms' 'sqft_lot' 'yr_built']
828,36.9354,['bedrooms' 'bathrooms' 'condition' 'sqft_basement' 'yr_built']
262,36.9389,['bedrooms' 'bathrooms' 'sqft_basement' 'yr_built']
1715,36.9405,"['bedrooms' 'bathrooms' 'condition' 'sqft_basement' 'yr_built'
 'yr_renovated']"
771,36.9409,['bedrooms' 'bathrooms' 'sqft_lot' 'condition' 'yr_built']
834,36.9416,['bedrooms' 'bathrooms' 'sqft_basement' 'yr_built' 'yr_renovated']
2095,36.9426,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'view' 'condition']
1642,36.9426,['bedrooms' 'bathrooms' 'sqft_lot' 'condition' 'yr_built' 'yr_renovated']
51,36.9462,['bedrooms' 'sqft_above' 'yr_renovated']
436,36.9481,['bathrooms' 'sqft_lot' 'view' 'sqft_basement']
441,36.9497,['bathrooms' 'sqft_lot' 'condition' 'yr_built']
1180,36.95,['bathrooms' 'sqft_lot' 'condition' 'yr_built' 'yr_renovated']
1612,36.9543,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'view' 'condition']
1135,36.9567,['bathrooms' 'sqft_lot' 'floors' 'view' 'condition']
87,36.9601,['bathrooms' 'view' 'sqft_basement']
23,36.9625,['bedrooms' 'sqft_lot' 'sqft_above']
1185,36.9676,['bathrooms' 'floors' 'waterfront' 'view' 'condition']
764,36.9732,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'condition']
800,36.9766,['bedrooms' 'bathrooms' 'waterfront' 'view' 'condition']
455,36.9794,['bathrooms' 'floors' 'view' 'condition']
264,36.9842,['bedrooms' 'bathrooms' 'yr_built' 'yr_renovated']
8,36.9864,['bedrooms' 'bathrooms' 'yr_built']
250,36.9943,['bedrooms' 'bathrooms' 'view' 'condition']
99,36.995,['bathrooms' 'yr_built' 'yr_renovated']
1651,36.9972,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'view' 'yr_renovated']
1601,36.9979,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'view' 'yr_renovated']
830,37.0077,['bedrooms' 'bathrooms' 'condition' 'yr_built' 'yr_renovated']
257,37.0086,['bedrooms' 'bathrooms' 'condition' 'yr_built']
160,37.01,['sqft_lot' 'sqft_above' 'yr_renovated']
500,37.0155,['bathrooms' 'condition' 'yr_built' 'yr_renovated']
92,37.0183,['bathrooms' 'condition' 'yr_built']
789,37.0191,['bedrooms' 'bathrooms' 'floors' 'view' 'yr_renovated']
1150,37.0214,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'condition']
1616,37.0225,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'view' 'yr_renovated']
434,37.0361,['bathrooms' 'sqft_lot' 'view' 'condition']
804,37.0415,['bedrooms' 'bathrooms' 'waterfront' 'view' 'yr_renovated']
470,37.0421,['bathrooms' 'waterfront' 'view' 'condition']
768,37.0488,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'yr_renovated']
85,37.0541,['bathrooms' 'view' 'condition']
254,37.0663,['bedrooms' 'bathrooms' 'view' 'yr_renovated']
2099,37.1003,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'view' 'yr_renovated']
1591,37.1074,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'waterfront' 'view']
1139,37.1134,['bathrooms' 'sqft_lot' 'floors' 'view' 'yr_renovated']
1189,37.1172,['bathrooms' 'floors' 'waterfront' 'view' 'yr_renovated']
936,37.1249,['bedrooms' 'sqft_lot' 'floors' 'sqft_above' 'yr_renovated']
459,37.1296,['bathrooms' 'floors' 'view' 'yr_renovated']
1154,37.131,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'yr_renovated']
758,37.1312,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'view']
779,37.1314,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'view']
752,37.1341,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'view']
346,37.1345,['bedrooms' 'floors' 'sqft_above' 'yr_renovated']
474,37.1465,['bathrooms' 'waterfront' 'view' 'yr_renovated']
438,37.1468,['bathrooms' 'sqft_lot' 'view' 'yr_renovated']
304,37.1479,['bedrooms' 'sqft_lot' 'floors' 'sqft_above']
244,37.1524,['bedrooms' 'bathrooms' 'waterfront' 'view']
2179,37.1525,"['bathrooms' 'floors' 'waterfront' 'condition' 'sqft_basement'
 'yr_renovated']"
238,37.1561,['bedrooms' 'bathrooms' 'floors' 'view']
30,37.1563,['bedrooms' 'floors' 'sqft_above']
231,37.1602,['bedrooms' 'bathrooms' 'sqft_lot' 'view']
89,37.161,['bathrooms' 'view' 'yr_renovated']
4,37.1783,['bedrooms' 'bathrooms' 'view']
606,37.1795,['sqft_lot' 'floors' 'sqft_above' 'yr_renovated']
181,37.194,['floors' 'sqft_above' 'yr_renovated']
139,37.2008,['sqft_lot' 'floors' 'sqft_above']
1129,37.2346,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'view']
428,37.2452,['bathrooms' 'sqft_lot' 'waterfront' 'view']
449,37.2506,['bathrooms' 'floors' 'waterfront' 'view']
422,37.2514,['bathrooms' 'sqft_lot' 'floors' 'view']
79,37.2601,['bathrooms' 'waterfront' 'view']
66,37.2645,['bathrooms' 'sqft_lot' 'view']
73,37.2681,['bathrooms' 'floors' 'view']
2101,37.3307,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'condition' 'sqft_basement']
1653,37.3586,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'condition' 'sqft_basement']
1191,37.3747,['bathrooms' 'floors' 'waterfront' 'condition' 'sqft_basement']
2124,37.3798,"['bathrooms' 'sqft_lot' 'floors' 'condition' 'sqft_basement'
 'yr_renovated']"
1865,37.4242,['bedrooms' 'sqft_lot' 'floors' 'view' 'sqft_basement' 'yr_built']
1214,37.4359,['bathrooms' 'floors' 'condition' 'sqft_basement' 'yr_renovated']
2108,37.4434,"['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_basement'
 'yr_renovated']"
1676,37.4505,"['bedrooms' 'bathrooms' 'floors' 'condition' 'sqft_basement'
 'yr_renovated']"
1660,37.4819,"['bedrooms' 'bathrooms' 'floors' 'waterfront' 'sqft_basement'
 'yr_renovated']"
1198,37.5031,['bathrooms' 'floors' 'waterfront' 'sqft_basement' 'yr_renovated']
1936,37.5139,['bedrooms' 'floors' 'view' 'condition' 'sqft_basement' 'yr_built']
1920,37.5141,['bedrooms' 'floors' 'waterfront' 'view' 'sqft_basement' 'yr_built']
1594,37.5193,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_basement']
1132,37.5422,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_basement']
1942,37.5577,['bedrooms' 'floors' 'view' 'sqft_basement' 'yr_built' 'yr_renovated']
997,37.5588,['bedrooms' 'floors' 'view' 'sqft_basement' 'yr_built']
2144,37.5649,"['bathrooms' 'sqft_lot' 'waterfront' 'condition' 'sqft_basement'
 'yr_renovated']"
782,37.5764,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'sqft_basement']
452,37.598,['bathrooms' 'floors' 'waterfront' 'sqft_basement']
1696,37.5989,"['bedrooms' 'bathrooms' 'waterfront' 'condition' 'sqft_basement'
 'yr_renovated']"
1234,37.6049,['bathrooms' 'waterfront' 'condition' 'sqft_basement' 'yr_renovated']
1141,37.6196,['bathrooms' 'sqft_lot' 'floors' 'condition' 'sqft_basement']
1603,37.6248,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'condition' 'sqft_basement']
1859,37.6525,['bedrooms' 'sqft_lot' 'floors' 'view' 'condition' 'sqft_basement']
1618,37.6639,"['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'condition'
 'sqft_basement']"
461,37.6691,['bathrooms' 'floors' 'condition' 'sqft_basement']
791,37.6735,['bedrooms' 'bathrooms' 'floors' 'condition' 'sqft_basement']
1156,37.678,['bathrooms' 'sqft_lot' 'waterfront' 'condition' 'sqft_basement']
806,37.7001,['bedrooms' 'bathrooms' 'waterfront' 'condition' 'sqft_basement']
1937,37.7045,['bedrooms' 'floors' 'view' 'condition' 'sqft_basement' 'yr_renovated']
1914,37.7132,['bedrooms' 'floors' 'waterfront' 'view' 'condition' 'sqft_basement']
476,37.714,['bathrooms' 'waterfront' 'condition' 'sqft_basement']
1625,37.7273,"['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'sqft_basement'
 'yr_renovated']"
1148,37.7384,['bathrooms' 'sqft_lot' 'floors' 'sqft_basement' 'yr_renovated']
1610,37.7387,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'sqft_basement' 'yr_renovated']
1163,37.7448,['bathrooms' 'sqft_lot' 'waterfront' 'sqft_basement' 'yr_renovated']
991,37.7534,['bedrooms' 'floors' 'view' 'condition' 'sqft_basement']
813,37.7733,['bedrooms' 'bathrooms' 'waterfront' 'sqft_basement' 'yr_renovated']
1655,37.7882,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'condition' 'yr_renovated']
1845,37.7897,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'view' 'sqft_basement']
483,37.7905,['bathrooms' 'waterfront' 'sqft_basement' 'yr_renovated']
761,37.792,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'sqft_basement']
798,37.8038,['bedrooms' 'bathrooms' 'floors' 'sqft_basement' 'yr_renovated']
468,37.8042,['bathrooms' 'floors' 'sqft_basement' 'yr_renovated']
431,37.8166,['bathrooms' 'sqft_lot' 'waterfront' 'sqft_basement']
1866,37.8241,['bedrooms' 'sqft_lot' 'floors' 'view' 'sqft_basement' 'yr_renovated']
755,37.8302,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'sqft_basement']
2103,37.8313,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'condition' 'yr_renovated']
247,37.8315,['bedrooms' 'bathrooms' 'waterfront' 'sqft_basement']
425,37.8344,['bathrooms' 'sqft_lot' 'floors' 'sqft_basement']
1179,37.8358,['bathrooms' 'sqft_lot' 'condition' 'sqft_basement' 'yr_renovated']
927,37.8389,['bedrooms' 'sqft_lot' 'floors' 'view' 'sqft_basement']
1641,37.8488,"['bedrooms' 'bathrooms' 'sqft_lot' 'condition' 'sqft_basement'
 'yr_renovated']"
82,37.856,['bathrooms' 'waterfront' 'sqft_basement']
1921,37.8681,['bedrooms' 'floors' 'waterfront' 'view' 'sqft_basement' 'yr_renovated']
1193,37.869,['bathrooms' 'floors' 'waterfront' 'condition' 'yr_renovated']
499,37.8777,['bathrooms' 'condition' 'sqft_basement' 'yr_renovated']
1620,37.8801,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'condition' 'yr_renovated']
977,37.8826,['bedrooms' 'floors' 'waterfront' 'view' 'sqft_basement']
829,37.8889,['bedrooms' 'bathrooms' 'condition' 'sqft_basement' 'yr_renovated']
241,37.8909,['bedrooms' 'bathrooms' 'floors' 'sqft_basement']
76,37.8952,['bathrooms' 'floors' 'sqft_basement']
808,37.914,['bedrooms' 'bathrooms' 'waterfront' 'condition' 'yr_renovated']
998,37.9158,['bedrooms' 'floors' 'view' 'sqft_basement' 'yr_renovated']
337,37.9298,['bedrooms' 'floors' 'view' 'sqft_basement']
1158,37.942,['bathrooms' 'sqft_lot' 'waterfront' 'condition' 'yr_renovated']
440,37.9565,['bathrooms' 'sqft_lot' 'condition' 'sqft_basement']
2370,37.9631,['sqft_lot' 'floors' 'view' 'condition' 'sqft_basement' 'yr_built']
770,37.9637,['bedrooms' 'bathrooms' 'sqft_lot' 'condition' 'sqft_basement']
478,37.979,['bathrooms' 'waterfront' 'condition' 'yr_renovated']
91,37.9962,['bathrooms' 'condition' 'sqft_basement']
256,38.003,['bedrooms' 'bathrooms' 'condition' 'sqft_basement']
2354,38.0228,['sqft_lot' 'floors' 'waterfront' 'view' 'sqft_basement' 'yr_built']
2376,38.0389,['sqft_lot' 'floors' 'view' 'sqft_basement' 'yr_built' 'yr_renovated']
1403,38.0391,['sqft_lot' 'floors' 'view' 'sqft_basement' 'yr_built']
447,38.0425,['bathrooms' 'sqft_lot' 'sqft_basement' 'yr_renovated']
777,38.0454,['bedrooms' 'bathrooms' 'sqft_lot' 'sqft_basement' 'yr_renovated']
1592,38.0498,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'waterfront' 'condition']
1605,38.0514,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'condition' 'yr_renovated']
2371,38.072,['sqft_lot' 'floors' 'view' 'condition' 'sqft_basement' 'yr_renovated']
780,38.0881,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'condition']
98,38.0899,['bathrooms' 'sqft_basement' 'yr_renovated']
263,38.0922,['bedrooms' 'bathrooms' 'sqft_basement' 'yr_renovated']
793,38.0935,['bedrooms' 'bathrooms' 'floors' 'condition' 'yr_renovated']
759,38.0941,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'condition']
2348,38.098,['sqft_lot' 'floors' 'waterfront' 'view' 'condition' 'sqft_basement']
1143,38.1027,['bathrooms' 'sqft_lot' 'floors' 'condition' 'yr_renovated']
234,38.1059,['bedrooms' 'bathrooms' 'sqft_lot' 'sqft_basement']
69,38.1075,['bathrooms' 'sqft_lot' 'sqft_basement']
2406,38.1095,['floors' 'waterfront' 'view' 'condition' 'sqft_basement' 'yr_built']
2421,38.1179,['floors' 'view' 'condition' 'sqft_basement' 'yr_built' 'yr_renovated']
1474,38.1249,['floors' 'view' 'condition' 'sqft_basement' 'yr_built']
1397,38.1253,['sqft_lot' 'floors' 'view' 'condition' 'sqft_basement']
245,38.1312,['bedrooms' 'bathrooms' 'waterfront' 'condition']
1130,38.1398,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'condition']
463,38.1463,['bathrooms' 'floors' 'condition' 'yr_renovated']
7,38.1479,['bedrooms' 'bathrooms' 'sqft_basement']
772,38.1666,['bedrooms' 'bathrooms' 'sqft_lot' 'condition' 'yr_renovated']
429,38.1715,['bathrooms' 'sqft_lot' 'waterfront' 'condition']
450,38.176,['bathrooms' 'floors' 'waterfront' 'condition']
2407,38.1884,['floors' 'waterfront' 'view' 'condition' 'sqft_basement' 'yr_renovated']
2412,38.1926,['floors' 'waterfront' 'view' 'sqft_basement' 'yr_built' 'yr_renovated']
1458,38.1933,['floors' 'waterfront' 'view' 'sqft_basement' 'yr_built']
258,38.2033,['bedrooms' 'bathrooms' 'condition' 'yr_renovated']
80,38.2055,['bathrooms' 'waterfront' 'condition']
442,38.2075,['bathrooms' 'sqft_lot' 'condition' 'yr_renovated']
1475,38.2081,['floors' 'view' 'condition' 'sqft_basement' 'yr_renovated']
1480,38.2093,['floors' 'view' 'sqft_basement' 'yr_built' 'yr_renovated']
667,38.2098,['floors' 'view' 'sqft_basement' 'yr_built']
1596,38.2168,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'waterfront' 'yr_renovated']
763,38.2251,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'yr_renovated']
1452,38.2356,['floors' 'waterfront' 'view' 'condition' 'sqft_basement']
93,38.2471,['bathrooms' 'condition' 'yr_renovated']
784,38.256,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'yr_renovated']
249,38.2616,['bedrooms' 'bathrooms' 'waterfront' 'yr_renovated']
661,38.2619,['floors' 'view' 'condition' 'sqft_basement']
2355,38.2756,['sqft_lot' 'floors' 'waterfront' 'view' 'sqft_basement' 'yr_renovated']
1383,38.2908,['sqft_lot' 'floors' 'waterfront' 'view' 'sqft_basement']
1404,38.3031,['sqft_lot' 'floors' 'view' 'sqft_basement' 'yr_renovated']
433,38.3109,['bathrooms' 'sqft_lot' 'waterfront' 'yr_renovated']
1134,38.3109,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'yr_renovated']
597,38.3195,['sqft_lot' 'floors' 'view' 'sqft_basement']
1855,38.326,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_basement' 'yr_built']
230,38.3371,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront']
751,38.3415,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'waterfront']
84,38.3449,['bathrooms' 'waterfront' 'yr_renovated']
454,38.3473,['bathrooms' 'floors' 'waterfront' 'yr_renovated']
753,38.3523,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'condition']
3,38.3741,['bedrooms' 'bathrooms' 'waterfront']
237,38.3806,['bedrooms' 'bathrooms' 'floors' 'waterfront']
232,38.3857,['bedrooms' 'bathrooms' 'sqft_lot' 'condition']
239,38.3913,['bedrooms' 'bathrooms' 'floors' 'condition']
423,38.4171,['bathrooms' 'sqft_lot' 'floors' 'condition']
1459,38.4178,['floors' 'waterfront' 'view' 'sqft_basement' 'yr_renovated']
5,38.4219,['bedrooms' 'bathrooms' 'condition']
647,38.4286,['floors' 'waterfront' 'view' 'sqft_basement']
67,38.442,['bathrooms' 'sqft_lot' 'condition']
668,38.4426,['floors' 'view' 'sqft_basement' 'yr_renovated']
65,38.4462,['bathrooms' 'sqft_lot' 'waterfront']
172,38.4554,['floors' 'view' 'sqft_basement']
1926,38.4558,['bedrooms' 'floors' 'waterfront' 'condition' 'sqft_basement' 'yr_built']
74,38.4561,['bathrooms' 'floors' 'condition']
421,38.4575,['bathrooms' 'sqft_lot' 'floors' 'waterfront']
1932,38.4852,"['bedrooms' 'floors' 'waterfront' 'sqft_basement' 'yr_built'
 'yr_renovated']"
987,38.4853,['bedrooms' 'floors' 'waterfront' 'sqft_basement' 'yr_built']
72,38.4909,['bathrooms' 'floors' 'waterfront']
757,38.552,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'yr_renovated']
236,38.5549,['bedrooms' 'bathrooms' 'sqft_lot' 'yr_renovated']
1860,38.58,['bedrooms' 'sqft_lot' 'floors' 'view' 'condition' 'yr_built']
1871,38.5852,['bedrooms' 'sqft_lot' 'floors' 'condition' 'sqft_basement' 'yr_built']
243,38.594,['bedrooms' 'bathrooms' 'floors' 'yr_renovated']
9,38.5946,['bedrooms' 'bathrooms' 'yr_renovated']
71,38.6147,['bathrooms' 'sqft_lot' 'yr_renovated']
427,38.6188,['bathrooms' 'sqft_lot' 'floors' 'yr_renovated']
1849,38.6199,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'condition' 'sqft_basement']
1867,38.6244,['bedrooms' 'sqft_lot' 'floors' 'view' 'yr_built' 'yr_renovated']
1877,38.6264,['bedrooms' 'sqft_lot' 'floors' 'sqft_basement' 'yr_built' 'yr_renovated']
937,38.6265,['bedrooms' 'sqft_lot' 'floors' 'sqft_basement' 'yr_built']
928,38.6305,['bedrooms' 'sqft_lot' 'floors' 'view' 'yr_built']
1846,38.6335,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'view' 'yr_built']
78,38.6605,['bathrooms' 'floors' 'yr_renovated']
1,38.665,['bedrooms' 'bathrooms' 'sqft_lot']
229,38.6756,['bedrooms' 'bathrooms' 'sqft_lot' 'floors']
1927,38.6826,"['bedrooms' 'floors' 'waterfront' 'condition' 'sqft_basement'
 'yr_renovated']"
2,38.714,['bedrooms' 'bathrooms' 'floors']
992,38.7342,['bedrooms' 'floors' 'view' 'condition' 'yr_built']
1938,38.7357,['bedrooms' 'floors' 'view' 'condition' 'yr_built' 'yr_renovated']
1915,38.7374,['bedrooms' 'floors' 'waterfront' 'view' 'condition' 'yr_built']
981,38.7388,['bedrooms' 'floors' 'waterfront' 'condition' 'sqft_basement']
1003,38.7568,['bedrooms' 'floors' 'condition' 'sqft_basement' 'yr_built']
1856,38.7597,"['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_basement'
 'yr_renovated']"
1946,38.761,['bedrooms' 'floors' 'condition' 'sqft_basement' 'yr_built' 'yr_renovated']
64,38.7674,['bathrooms' 'sqft_lot' 'floors']
999,38.7807,['bedrooms' 'floors' 'view' 'yr_built' 'yr_renovated']
1922,38.7812,['bedrooms' 'floors' 'waterfront' 'view' 'yr_built' 'yr_renovated']
922,38.7848,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_basement']
338,38.7875,['bedrooms' 'floors' 'view' 'yr_built']
978,38.7886,['bedrooms' 'floors' 'waterfront' 'view' 'yr_built']
1861,38.7995,['bedrooms' 'sqft_lot' 'floors' 'view' 'condition' 'yr_renovated']
347,38.8015,['bedrooms' 'floors' 'sqft_basement' 'yr_built']
1009,38.8015,['bedrooms' 'floors' 'sqft_basement' 'yr_built' 'yr_renovated']
1843,38.8435,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'view' 'condition']
925,38.8544,['bedrooms' 'sqft_lot' 'floors' 'view' 'condition']
1872,38.8708,['bedrooms' 'sqft_lot' 'floors' 'condition' 'sqft_basement' 'yr_renovated']
988,38.8746,['bedrooms' 'floors' 'waterfront' 'sqft_basement' 'yr_renovated']
332,38.8983,['bedrooms' 'floors' 'waterfront' 'sqft_basement']
2360,38.9227,['sqft_lot' 'floors' 'waterfront' 'condition' 'sqft_basement' 'yr_built']
1916,38.9234,['bedrooms' 'floors' 'waterfront' 'view' 'condition' 'yr_renovated']
993,38.9314,['bedrooms' 'floors' 'view' 'condition' 'yr_renovated']
931,38.9328,['bedrooms' 'sqft_lot' 'floors' 'condition' 'sqft_basement']
975,38.9667,['bedrooms' 'floors' 'waterfront' 'view' 'condition']
335,38.9773,['bedrooms' 'floors' 'view' 'condition']
