,avg_price_dif,features
886,32.4108,['bedrooms' 'sqft_living' 'waterfront' 'view' 'sqft_basement']
1718,32.4111,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'waterfront' 'condition']
885,32.4112,['bedrooms' 'sqft_living' 'waterfront' 'view' 'sqft_above']
280,32.4115,['bedrooms' 'sqft_living' 'waterfront' 'view']
1575,32.4125,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'sqft_above' 'sqft_basement']
819,32.4133,['bedrooms' 'bathrooms' 'view' 'sqft_above' 'sqft_basement']
1311,32.415,['sqft_living' 'floors' 'waterfront' 'view' 'condition']
2025,32.4154,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'condition']
2292,32.4174,['sqft_living' 'floors' 'waterfront' 'view' 'condition' 'sqft_basement']
2291,32.4183,['sqft_living' 'floors' 'waterfront' 'view' 'condition' 'sqft_above']
564,32.4186,['sqft_living' 'waterfront' 'sqft_above' 'yr_built']
274,32.4198,['bedrooms' 'sqft_living' 'floors' 'view']
566,32.4209,['sqft_living' 'waterfront' 'sqft_basement' 'yr_built']
1923,32.4221,['bedrooms' 'floors' 'waterfront' 'condition' 'sqft_above' 'sqft_basement']
738,32.4272,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'sqft_basement']
737,32.428,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'sqft_above']
223,32.4315,['bedrooms' 'bathrooms' 'sqft_living' 'view']
1779,32.4325,"['bedrooms' 'sqft_living' 'floors' 'waterfront' 'condition'
 'sqft_basement']"
2135,32.4339,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'yr_built']
1778,32.436,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'condition' 'sqft_above']
1241,32.4361,['bathrooms' 'view' 'condition' 'sqft_above' 'yr_built']
2217,32.4391,['bathrooms' 'view' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
568,32.4487,['sqft_living' 'waterfront' 'yr_built' 'yr_renovated']
119,32.4577,['sqft_living' 'waterfront' 'yr_built']
1361,32.458,['sqft_living' 'waterfront' 'condition' 'yr_built' 'yr_renovated']
561,32.4582,['sqft_living' 'waterfront' 'condition' 'yr_built']
1944,32.4586,"['bedrooms' 'floors' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1835,32.4587,"['bedrooms' 'sqft_living' 'view' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1037,32.4591,['bedrooms' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
2311,32.4637,['sqft_living' 'floors' 'view' 'condition' 'sqft_above' 'sqft_basement']
1471,32.4643,['floors' 'view' 'condition' 'sqft_above' 'sqft_basement']
2185,32.4643,['bathrooms' 'floors' 'view' 'condition' 'sqft_above' 'sqft_basement']
2208,32.4651,['bathrooms' 'waterfront' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1225,32.4663,['bathrooms' 'waterfront' 'view' 'sqft_above' 'yr_built']
903,32.4667,['bedrooms' 'sqft_living' 'view' 'sqft_above' 'sqft_basement']
369,32.4674,['bedrooms' 'view' 'sqft_above' 'sqft_basement']
1802,32.4693,"['bedrooms' 'sqft_living' 'floors' 'condition' 'sqft_basement'
 'yr_renovated']"
1079,32.4715,['bathrooms' 'sqft_living' 'floors' 'view' 'condition']
539,32.4717,['sqft_living' 'floors' 'view' 'condition']
2158,32.4719,['bathrooms' 'sqft_lot' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1170,32.4725,['bathrooms' 'sqft_lot' 'view' 'sqft_above' 'yr_built']
1800,32.4732,['bedrooms' 'sqft_living' 'floors' 'condition' 'sqft_above' 'yr_renovated']
907,32.4749,['bedrooms' 'sqft_living' 'view' 'sqft_basement' 'yr_renovated']
1515,32.4751,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'condition']
905,32.4754,['bedrooms' 'sqft_living' 'view' 'sqft_above' 'yr_renovated']
1731,32.4762,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'condition' 'yr_renovated']
1327,32.4767,['sqft_living' 'floors' 'view' 'condition' 'sqft_basement']
2041,32.4769,['bathrooms' 'sqft_living' 'floors' 'view' 'condition' 'sqft_basement']
1326,32.4777,['sqft_living' 'floors' 'view' 'condition' 'sqft_above']
290,32.4779,['bedrooms' 'sqft_living' 'view' 'yr_renovated']
2040,32.478,['bathrooms' 'sqft_living' 'floors' 'view' 'condition' 'sqft_above']
1746,32.48,"['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'condition'
 'yr_renovated']"
1667,32.4819,['bedrooms' 'bathrooms' 'floors' 'view' 'sqft_above' 'yr_built']
288,32.4828,['bedrooms' 'sqft_living' 'view' 'sqft_basement']
287,32.4834,['bedrooms' 'sqft_living' 'view' 'sqft_above']
13,32.4847,['bedrooms' 'sqft_living' 'view']
2382,32.4907,['sqft_lot' 'waterfront' 'view' 'condition' 'sqft_above' 'sqft_basement']
1564,32.4921,"['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'condition'
 'yr_renovated']"
1248,32.5008,['bathrooms' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1536,32.5015,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'waterfront' 'condition']
2286,32.5019,"['sqft_living' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement'
 'yr_built']"
490,32.5024,['bathrooms' 'view' 'sqft_above' 'yr_built']
2256,32.5051,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'condition' 'sqft_above']
1446,32.5052,['sqft_lot' 'condition' 'sqft_above' 'sqft_basement' 'yr_built']
2402,32.5064,"['sqft_lot' 'condition' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
2257,32.5071,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'condition' 'sqft_basement']
2186,32.5091,['bathrooms' 'floors' 'view' 'condition' 'sqft_above' 'yr_built']
2290,32.511,"['sqft_living' 'sqft_lot' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1450,32.5137,['sqft_lot' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
1888,32.518,"['bedrooms' 'sqft_lot' 'waterfront' 'condition' 'sqft_above'
 'sqft_basement']"
864,32.5181,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'condition']
1307,32.5191,['sqft_living' 'sqft_lot' 'sqft_above' 'sqft_basement' 'yr_built']
1302,32.5214,['sqft_living' 'sqft_lot' 'condition' 'sqft_above' 'yr_built']
641,32.5219,['sqft_lot' 'sqft_above' 'sqft_basement' 'yr_built']
2288,32.5224,"['sqft_living' 'sqft_lot' 'condition' 'sqft_above' 'yr_built'
 'yr_renovated']"
1304,32.5241,['sqft_living' 'sqft_lot' 'condition' 'sqft_basement' 'yr_built']
2289,32.5251,"['sqft_living' 'sqft_lot' 'condition' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1990,32.527,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'condition']
2259,32.5294,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'condition' 'yr_renovated']
1309,32.5303,['sqft_living' 'sqft_lot' 'sqft_above' 'yr_built' 'yr_renovated']
1310,32.5329,['sqft_living' 'sqft_lot' 'sqft_basement' 'yr_built' 'yr_renovated']
1744,32.5332,"['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'condition'
 'sqft_basement']"
1743,32.534,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'condition' 'sqft_above']
843,32.5368,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'condition']
528,32.5385,['sqft_living' 'sqft_lot' 'sqft_above' 'yr_built']
2150,32.5408,['bathrooms' 'sqft_lot' 'view' 'condition' 'sqft_above' 'sqft_basement']
530,32.5409,['sqft_living' 'sqft_lot' 'sqft_basement' 'yr_built']
1276,32.5427,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'condition']
1549,32.5483,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'condition' 'yr_renovated']
2276,32.549,['sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_above' 'sqft_basement']
1436,32.5503,['sqft_lot' 'view' 'condition' 'sqft_above' 'sqft_basement']
2005,32.5545,['bathrooms' 'sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_above']
2398,32.5548,['sqft_lot' 'view' 'condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
2006,32.556,['bathrooms' 'sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_basement']
1868,32.5598,['bedrooms' 'sqft_lot' 'floors' 'condition' 'sqft_above' 'sqft_basement']
1291,32.5646,['sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_above']
1692,32.5661,"['bedrooms' 'bathrooms' 'waterfront' 'condition' 'sqft_above'
 'sqft_basement']"
1292,32.5664,['sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_basement']
2278,32.5685,['sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_above' 'yr_renovated']
1729,32.5694,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'condition' 'sqft_basement']
2280,32.5701,"['sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_basement'
 'yr_renovated']"
2170,32.5702,['bathrooms' 'floors' 'waterfront' 'view' 'sqft_above' 'yr_built']
1728,32.5729,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'condition' 'sqft_above']
532,32.5801,['sqft_living' 'sqft_lot' 'yr_built' 'yr_renovated']
1562,32.5801,"['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'condition'
 'sqft_basement']"
2008,32.5807,['bathrooms' 'sqft_living' 'sqft_lot' 'view' 'condition' 'yr_renovated']
1561,32.5812,"['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'condition'
 'sqft_above']"
877,32.5821,['bedrooms' 'sqft_living' 'floors' 'condition' 'yr_renovated']
1306,32.5827,['sqft_living' 'sqft_lot' 'condition' 'yr_built' 'yr_renovated']
525,32.5831,['sqft_living' 'sqft_lot' 'condition' 'yr_built']
106,32.5904,['sqft_living' 'sqft_lot' 'yr_built']
1058,32.5912,['bathrooms' 'sqft_living' 'sqft_lot' 'view' 'condition']
731,32.5932,['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'condition']
2225,32.5934,['sqft_living' 'sqft_lot' 'floors' 'waterfront' 'view' 'yr_renovated']
2115,32.6022,['bathrooms' 'sqft_lot' 'floors' 'view' 'sqft_above' 'yr_built']
2193,32.6042,['bathrooms' 'floors' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1528,32.6042,"['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'condition'
 'yr_renovated']"
1205,32.6043,['bathrooms' 'floors' 'view' 'sqft_above' 'yr_built']
2063,32.605,['bathrooms' 'sqft_living' 'waterfront' 'view' 'condition' 'yr_renovated']
518,32.6074,['sqft_living' 'sqft_lot' 'view' 'condition']
1294,32.6075,['sqft_living' 'sqft_lot' 'view' 'condition' 'yr_renovated']
2425,32.6083,"['waterfront' 'view' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1959,32.6089,"['bedrooms' 'waterfront' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
2200,32.6092,['bathrooms' 'waterfront' 'view' 'condition' 'sqft_above' 'sqft_basement']
2351,32.6163,['sqft_lot' 'floors' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1376,32.6187,['sqft_living' 'condition' 'sqft_above' 'sqft_basement' 'yr_built']
2346,32.6195,"['sqft_living' 'condition' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
2328,32.622,['sqft_living' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_renovated']
710,32.6224,['condition' 'sqft_above' 'sqft_basement' 'yr_built']
2060,32.6226,['bathrooms' 'sqft_living' 'waterfront' 'view' 'condition' 'sqft_above']
1506,32.6231,['condition' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
2330,32.6232,"['sqft_living' 'waterfront' 'view' 'condition' 'sqft_basement'
 'yr_renovated']"
2061,32.624,['bathrooms' 'sqft_living' 'waterfront' 'view' 'condition' 'sqft_basement']
2326,32.625,"['sqft_living' 'waterfront' 'view' 'condition' 'sqft_above'
 'sqft_basement']"
892,32.6258,['bedrooms' 'sqft_living' 'waterfront' 'condition' 'yr_renovated']
1822,32.6259,"['bedrooms' 'sqft_living' 'waterfront' 'condition' 'sqft_basement'
 'yr_renovated']"
1486,32.6266,['waterfront' 'view' 'condition' 'sqft_above' 'sqft_basement']
2223,32.6267,['sqft_living' 'sqft_lot' 'floors' 'waterfront' 'view' 'sqft_basement']
1820,32.6267,"['bedrooms' 'sqft_living' 'waterfront' 'condition' 'sqft_above'
 'yr_renovated']"
1380,32.6271,['sqft_living' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
2222,32.6283,['sqft_living' 'sqft_lot' 'floors' 'waterfront' 'view' 'sqft_above']
1672,32.6286,['bedrooms' 'bathrooms' 'floors' 'condition' 'sqft_above' 'sqft_basement']
714,32.6302,['sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
1255,32.6323,['sqft_living' 'sqft_lot' 'floors' 'waterfront' 'view']
1969,32.6341,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'waterfront' 'view']
1798,32.6343,"['bedrooms' 'sqft_living' 'floors' 'condition' 'sqft_above'
 'sqft_basement']"
1000,32.6365,['bedrooms' 'floors' 'condition' 'sqft_above' 'sqft_basement']
585,32.6367,['sqft_living' 'sqft_above' 'sqft_basement' 'yr_built']
1547,32.6383,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'condition' 'sqft_basement']
580,32.6386,['sqft_living' 'condition' 'sqft_above' 'yr_built']
1509,32.6391,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'condition']
1378,32.6393,['sqft_living' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
216,32.6399,['sqft_above' 'sqft_basement' 'yr_built']
1094,32.6404,['bathrooms' 'sqft_living' 'waterfront' 'view' 'condition']
1346,32.6408,['sqft_living' 'waterfront' 'view' 'condition' 'sqft_above']
582,32.6409,['sqft_living' 'condition' 'sqft_basement' 'yr_built']
2216,32.6414,"['bathrooms' 'view' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1379,32.6415,['sqft_living' 'condition' 'sqft_basement' 'yr_built' 'yr_renovated']
1546,32.6418,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'condition' 'sqft_above']
1347,32.6425,['sqft_living' 'waterfront' 'view' 'condition' 'sqft_basement']
1349,32.6449,['sqft_living' 'waterfront' 'view' 'condition' 'yr_renovated']
875,32.6458,['bedrooms' 'sqft_living' 'floors' 'condition' 'sqft_basement']
587,32.6468,['sqft_living' 'sqft_above' 'yr_built' 'yr_renovated']
2410,32.6481,['floors' 'waterfront' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
588,32.6489,['sqft_living' 'sqft_basement' 'yr_built' 'yr_renovated']
874,32.6497,['bedrooms' 'sqft_living' 'floors' 'condition' 'sqft_above']
837,32.6497,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'condition']
1818,32.6528,"['bedrooms' 'sqft_living' 'waterfront' 'condition' 'sqft_above'
 'sqft_basement']"
2374,32.6534,['sqft_lot' 'floors' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
1020,32.6535,['bedrooms' 'waterfront' 'condition' 'sqft_above' 'sqft_basement']
2082,32.6543,['bathrooms' 'sqft_living' 'view' 'condition' 'sqft_above' 'yr_renovated']
2084,32.6558,"['bathrooms' 'sqft_living' 'view' 'condition' 'sqft_basement'
 'yr_renovated']"
131,32.6565,['sqft_living' 'sqft_above' 'yr_built']
133,32.6586,['sqft_living' 'sqft_basement' 'yr_built']
2299,32.6592,['sqft_living' 'floors' 'waterfront' 'view' 'sqft_basement' 'yr_renovated']
2297,32.6613,['sqft_living' 'floors' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
554,32.6625,['sqft_living' 'waterfront' 'view' 'condition']
2244,32.6648,['sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_basement' 'yr_renovated']
2080,32.6662,['bathrooms' 'sqft_living' 'view' 'condition' 'sqft_above' 'sqft_basement']
1265,32.6663,['sqft_living' 'sqft_lot' 'floors' 'view' 'yr_renovated']
2242,32.6666,['sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_above' 'yr_renovated']
1979,32.6668,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'view' 'yr_renovated']
1240,32.6677,['bathrooms' 'view' 'condition' 'sqft_above' 'sqft_basement']
890,32.669,['bedrooms' 'sqft_living' 'waterfront' 'condition' 'sqft_basement']
889,32.67,['bedrooms' 'sqft_living' 'waterfront' 'condition' 'sqft_above']
1852,32.6731,['bedrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_above' 'sqft_basement']
2342,32.6747,"['sqft_living' 'view' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1637,32.6774,"['bedrooms' 'bathrooms' 'sqft_lot' 'condition' 'sqft_above'
 'sqft_basement']"
1502,32.6782,['view' 'condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
281,32.6784,['bedrooms' 'sqft_living' 'waterfront' 'condition']
1109,32.681,['bathrooms' 'sqft_living' 'view' 'condition' 'sqft_above']
135,32.681,['sqft_living' 'yr_built' 'yr_renovated']
584,32.6815,['sqft_living' 'condition' 'yr_built' 'yr_renovated']
1112,32.6817,['bathrooms' 'sqft_living' 'view' 'condition' 'yr_renovated']
1720,32.6819,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'waterfront' 'sqft_basement']
128,32.682,['sqft_living' 'condition' 'yr_built']
1110,32.6823,['bathrooms' 'sqft_living' 'view' 'condition' 'sqft_basement']
2389,32.6826,"['sqft_lot' 'waterfront' 'view' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1366,32.6828,['sqft_living' 'view' 'condition' 'sqft_above' 'sqft_basement']
700,32.6844,['view' 'condition' 'sqft_above' 'sqft_basement']
2029,32.6844,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'yr_renovated']
1315,32.6852,['sqft_living' 'floors' 'waterfront' 'view' 'yr_renovated']
1719,32.6854,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'waterfront' 'sqft_above']
2134,32.6858,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1420,32.6859,['sqft_lot' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
2260,32.686,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1909,32.6871,"['bedrooms' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1713,32.688,"['bedrooms' 'bathrooms' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
2295,32.6904,['sqft_living' 'floors' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1526,32.6905,"['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'condition'
 'sqft_basement']"
2169,32.6906,['bathrooms' 'floors' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1455,32.6908,['floors' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1994,32.6911,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'yr_renovated']
1525,32.6917,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above']
1368,32.6918,['sqft_living' 'view' 'condition' 'sqft_above' 'yr_renovated']
2240,32.6926,['sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_above' 'sqft_basement']
1400,32.6929,['sqft_lot' 'floors' 'view' 'sqft_above' 'sqft_basement']
1370,32.6931,['sqft_living' 'view' 'condition' 'sqft_basement' 'yr_renovated']
2114,32.6935,['bathrooms' 'sqft_lot' 'floors' 'view' 'sqft_above' 'sqft_basement']
1930,32.6945,"['bedrooms' 'floors' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
2262,32.6972,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
2264,32.6983,"['sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_basement'
 'yr_renovated']"
569,32.6984,['sqft_living' 'view' 'condition' 'sqft_above']
1991,32.699,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_above']
1992,32.6996,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_basement']
1277,32.6999,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_above']
570,32.7001,['sqft_living' 'view' 'condition' 'sqft_basement']
2027,32.7003,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'sqft_basement']
406,32.7004,['bathrooms' 'sqft_living' 'view' 'condition']
1278,32.7005,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_basement']
1313,32.7006,['sqft_living' 'floors' 'waterfront' 'view' 'sqft_basement']
1052,32.7017,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view']
2026,32.7025,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'sqft_above']
1585,32.7027,"['bedrooms' 'bathrooms' 'sqft_living' 'condition' 'sqft_basement'
 'yr_renovated']"
1312,32.7027,['sqft_living' 'floors' 'waterfront' 'view' 'sqft_above']
1263,32.703,['sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_basement']
1767,32.7032,"['bedrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_basement'
 'yr_renovated']"
512,32.7034,['sqft_living' 'sqft_lot' 'waterfront' 'view']
1786,32.7034,"['bedrooms' 'sqft_living' 'floors' 'waterfront' 'sqft_basement'
 'yr_renovated']"
1977,32.7036,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_basement']
1765,32.7039,"['bedrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above'
 'yr_renovated']"
1583,32.704,"['bedrooms' 'bathrooms' 'sqft_living' 'condition' 'sqft_above'
 'yr_renovated']"
856,32.704,['bedrooms' 'sqft_living' 'sqft_lot' 'condition' 'yr_renovated']
506,32.7045,['sqft_living' 'sqft_lot' 'floors' 'view']
1621,32.7045,"['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'sqft_above'
 'sqft_basement']"
1262,32.7048,['sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_above']
1280,32.705,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'yr_renovated']
1976,32.7054,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_above']
718,32.7064,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'condition']
1046,32.7066,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'view']
1784,32.7077,"['bedrooms' 'sqft_living' 'floors' 'waterfront' 'sqft_above'
 'yr_renovated']"
744,32.7121,['bedrooms' 'bathrooms' 'sqft_living' 'condition' 'yr_renovated']
1519,32.7156,"['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'waterfront'
 'yr_renovated']"
1517,32.7158,"['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'waterfront'
 'sqft_basement']"
1516,32.7178,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above']
1895,32.7184,"['bedrooms' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
572,32.7193,['sqft_living' 'view' 'condition' 'yr_renovated']
121,32.7235,['sqft_living' 'view' 'condition']
533,32.7264,['sqft_living' 'floors' 'waterfront' 'view']
1073,32.7265,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'view']
1478,32.7265,['floors' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
2318,32.7266,['sqft_living' 'floors' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
2192,32.7267,['bathrooms' 'floors' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
1751,32.7316,"['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement'
 'yr_renovated']"
1749,32.7334,"['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above'
 'yr_renovated']"
725,32.7369,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'condition']
1334,32.7377,['sqft_living' 'floors' 'view' 'sqft_basement' 'yr_renovated']
1763,32.7378,"['bedrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above'
 'sqft_basement']"
2048,32.7379,['bathrooms' 'sqft_living' 'floors' 'view' 'sqft_basement' 'yr_renovated']
1722,32.7386,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'waterfront' 'yr_renovated']
965,32.739,['bedrooms' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement']
1332,32.7399,['sqft_living' 'floors' 'view' 'sqft_above' 'yr_renovated']
2046,32.74,['bathrooms' 'sqft_living' 'floors' 'view' 'sqft_above' 'yr_renovated']
1747,32.7441,"['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above'
 'sqft_basement']"
949,32.7461,['bedrooms' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement']
2157,32.7481,['bathrooms' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
1656,32.7524,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'sqft_above' 'sqft_basement']
854,32.7536,['bedrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_basement']
853,32.7546,['bedrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above']
275,32.7557,['bedrooms' 'sqft_living' 'floors' 'condition']
1083,32.7569,['bathrooms' 'sqft_living' 'floors' 'view' 'yr_renovated']
1782,32.757,"['bedrooms' 'sqft_living' 'floors' 'waterfront' 'sqft_above'
 'sqft_basement']"
543,32.7577,['sqft_living' 'floors' 'view' 'yr_renovated']
2283,32.7584,"['sqft_living' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1443,32.7587,['sqft_lot' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
845,32.7588,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement']
984,32.7597,['bedrooms' 'floors' 'waterfront' 'sqft_above' 'sqft_basement']
629,32.7597,['sqft_lot' 'view' 'sqft_above' 'sqft_basement']
1295,32.7599,['sqft_living' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement']
844,32.7605,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above']
1538,32.7608,"['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'waterfront'
 'sqft_basement']"
2011,32.7615,['bathrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_above' 'yr_renovated']
1169,32.7617,['bathrooms' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement']
2009,32.7619,['bathrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement']
2013,32.7623,"['bathrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_basement'
 'yr_renovated']"
268,32.7633,['bedrooms' 'sqft_living' 'sqft_lot' 'condition']
716,32.7635,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'waterfront']
1537,32.7648,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'waterfront' 'sqft_above']
847,32.7675,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'yr_renovated']
2044,32.7676,['bathrooms' 'sqft_living' 'floors' 'view' 'sqft_above' 'sqft_basement']
